Denominazione,Sensori,Coordinate
H4 - Forni di Sopra,"Umidità, Pressione, Altezza della neve, Temperatura, Pioggia, Vento vettoriale, Vento (direzione), Vento (intensità), Radiazione solare, Vento raffica (direzione), Vento raffica (intensità), Temperatura sotto suolo (10cm)","12° 35' 24.72'' E, 46° 24' 22.68'' N"
PCIV - Forni di Sopra,"Temperatura, Idrometro, Pioggia","12° 35' 16.01'' E, 46° 24' 16.99'' N"
PCIV - Varmost M.te Simone,"Umidità, Altezza della neve, Temperatura, Pioggia, Vento (direzione), Vento (intensità), Vento raffica (direzione), Vento raffica (intensità)","12° 33' 34.99'' E, 46° 27' 16.99'' N"
