Denominazione,Sensori,Coordinate
PCIV - S.Andrat del Cormor,"Umidità, Pressione, Temperatura, Idrometro, Pioggia, Vento (direzione), Vento (intensità), Vento raffica (direzione), Vento raffica (intensità)","13° 09' 42.98'' E, 45° 54' 51.98'' N"
PCIV - Ariis prima presa,"Portata, Idrometro","13° 05' 08.99'' E, 45° 54' 15.01'' N"
PCIV - Ariis seconda presa,"Portata, Idrometro","13° 05' 42.00'' E, 45° 53' 30.01'' N"
H4 - Talmassons,"Umidità, Pressione, Bagnatura fogliare, Temperatura, Pioggia, Temperatura al suolo, Temperatura a 50 cm, Vento vettoriale, Vento (direzione), Vento (intensità), Radiazione solare, Vento a 2 m (intensità), Vento raffica (direzione), Vento raffica (intensità), Temperatura sotto suolo (10cm)","13° 09' 24.12'' E, 45° 52' 59.88'' N"
