Denominazione,Indirizzo,Coordinate
001 - SCUOLA DELL'INFANZIA VITTORIO PODRECCA - Capoluogo,Cividale del Friuli - via Alcide De Gasperi 3,"13° 25' 41.07'' E, 46° 05' 30.18'' N"
002 - SCUOLA DELL'INFANZIA GIOVANNI LORENZONI - Gagliano,Gagliano - via della Chiesa 35,"13° 26' 10.95'' E, 46° 04' 16.58'' N"
003 - SCUOLA DELL'INFANZIA ANTONY DAVID LIBERALE - Rualis,Rualis - via Tombe Romane 5,"13° 25' 53.75'' E, 46° 05' 06.86'' N"
004 - SCUOLA DELL'INFANZIA FRANSCESCO MUSONI - Sanguarzo,Sanguarzo - Via San Floreano 26,"13° 27' 23.66'' E, 46° 06' 24.52'' N"
005 - SCUOLA PRIMARIA ALESSANDRO MANZONI,Cividale del Friuli - Piazza 20 Settembre 1870 n.1,"13° 25' 40.64'' E, 46° 05' 32.24'' N"
006 - SCUOLA PRIMARIA JACOPO BENVENUTO TOMADINI,Rualis - via Buonarroti 10,"13° 25' 55.26'' E, 46° 05' 06.53'' N"
007 - SCUOLA SECONDARIA DI 1° GRADO ELVIRA E AMALIA PICCOLI,Cividale del Friuli - VIALE UDINE 15,"13° 25' 16.20'' E, 46° 05' 27.08'' N"
008 - SCUOLA SECONDARIA DI 2° LICEO CLASSICO ANNESSO CONVITTO NAZIONALE PAOLO DIACONO,Cividale del Friuli - Foro Giulio Cesare 11,"13° 25' 45.99'' E, 46° 05' 35.85'' N"
009 - SCUOLA PRIMARIA CONVITTO NAZIONALE PAOLO DIACONO,Cividale del Friuli - Piazzetta Chiarottini 8,"13° 26' 05.69'' E, 46° 05' 32.49'' N"
010 - CONVITTO NAZIONALE PAOLO DIACONO - palestra,Cividale del Friuli - Piazzetta Chairottini 8,"13° 26' 08.89'' E, 46° 05' 34.54'' N"
011 - CENTRO DI FORMAZIONE PROFESSIONALE CIVIFORM,Cividale del Friuli - via Gemona 5,"13° 25' 18.05'' E, 46° 05' 55.43'' N"
012 - SCUOLA SECONDARIA DI 2° GRADO PAOLINO D'AQUILEIA - ITA,Cividale del Friuli - via Istituto Tecnico Agrario 42,"13° 25' 09.99'' E, 46° 05' 50.97'' N"
014 - SCUOLA SECONDARIA DI 2° GRADO PAOLINO D'AQUILEIA - ITC,Cividale del Friuli - via Istituto Tecnico Agrario 42,"13° 25' 03.17'' E, 46° 05' 59.27'' N"
016 - SCUOLA SECONDARIA DI 2° GRADO MATTIONI - IPSIA,Cividale del Friuli - via Gemona 29,"13° 25' 09.92'' E, 46° 05' 58.55'' N"
018 - SCUOLA DELL'INFANZIA PARITARIA CASA DEI BAMBINI,Rubignacco - Viale Gemona 43/45,"13° 25' 05.00'' E, 46° 06' 01.12'' N"
019 - SCUOLA PRIMARIA PARITARIA SANTA ANGELA MERICI,Rubignacco - Viale Gemona 43/45,"13° 25' 05.03'' E, 46° 06' 00.84'' N"
020 - SCUOLA SECONDARIA DI 1° GRADO CONVITTO NAZIONALE PAOLO DIACONO,Cividale del Friuli - Piazzetta Chiarottini 8,"13° 26' 04.71'' E, 46° 05' 33.38'' N"
021 - SCUOLA SECONDARIA DI 2° GRADO LICEO SCIENTIFICO ANNESSO CONVITTO NAZIONALE PAOLO DIACONO,Cividale del Friuli - Piazzetta Chiarottini 8,"13° 26' 06.25'' E, 46° 05' 32.04'' N"
022 - SCUOLA SECONDARIA DI 2° GRADO PAOLINO D'AQUILEIA - ITA - palestra,Cividale del Friuli - Via Istituto Tecnico Agrario n. 40,"13° 25' 12.11'' E, 46° 05' 49.91'' N"
023 - CENTRO DI FORMAZIONE PROFESSIONALE CIVIFORM - palestra e mensa,Rubignacco - Via Istituto Tecnico Agrario n. 38,"13° 25' 17.31'' E, 46° 05' 52.25'' N"
