Denominazione,Sensori,Coordinate
PCIV - Braulins,Idrometro,"13° 05' 37.00'' E, 46° 16' 57.00'' N"
PCIV - Osoppo,"Umidità, Pressione, Temperatura, Pioggia, Vento (direzione), Vento (intensità), Radiazione solare, Vento raffica (direzione), Vento raffica (intensità)","13° 04' 17.00'' E, 46° 14' 11.00'' N"
