Denominazione,Sensori,Coordinate
PCIV - Prata di Pordenone F.Meduna,Idrometro,"12° 36' 11.02'' E, 45° 53' 53.99'' N"
PCIV - Tremeacque Meduna,Idrometro,"12° 34' 12.00'' E, 45° 49' 41.99'' N"
PCIV - Prata di Sopra,Idrometro,"12° 36' 09.00'' E, 45° 54' 13.00'' N"
