Denominazione,Indirizzo,Coordinate
001 - Piazza Vittorio Veneto,Martignacco - Capoluogo - piazza Vittorio Veneto,"13° 08' 05.10'' E, 46° 05' 51.30'' N"
002 - Area verde di Via G. D'Annunzio,Martignacco - Capoluogo - Via G. D'Annunzio,"13° 08' 09.39'' E, 46° 05' 44.07'' N"
003 - Parcheggio in Via Cividina angolo Via Cavalieri di Vittorio Veneto,Ceresetto - Via Cividina angolo Via Cavalieri di Vittorio Veneto,"13° 09' 14.97'' E, 46° 06' 04.26'' N"
004 - Parcheggio in Via Garibaldi angolo Via Villa Italia,Torreano - via Garibaldi angolo via Villa Italia,"13° 09' 43.47'' E, 46° 06' 14.09'' N"
005 - Campetti da gioco e parcheggi presso il Centro Civico di Torreano in Via Villa Italia,Torreano - Via Villa Italia angolo Via Superiore,"13° 09' 27.12'' E, 46° 06' 14.55'' N"
006 - Slargo sede stradale di Via Faugnacco - località al Pôc,Martignacco - località al Pôc - via Faugnacco,"13° 07' 32.37'' E, 46° 05' 13.29'' N"
007 - Piazza San Quirino a Faugnacco,Faugnacco - Piazza San Quirino,"13° 07' 40.00'' E, 46° 04' 48.01'' N"
008 - Area scoperta presso la Scuola dell'infanzia di Nogaredo di Prato,"Nogaredo di Prato - Via del Mulino, 37","13° 07' 59.38'' E, 46° 04' 30.34'' N"
009 - Area esterna e parcheggi presso il cimitero di Nogaredo di Prato,Nogaredo di Prato - Via I Maggio,"13° 08' 40.09'' E, 46° 04' 33.32'' N"
010 - Parcheggio urbano in Via Spilimbergo (S.R. 464) località Casanova,località Casanova - Via Spilimbergo (S.R. 464) - località Casanova,"13° 10' 58.64'' E, 46° 04' 43.56'' N"
