Denominazione,Indirizzo,Coordinate
001 - SCUOLA DELL'INFANZIA GIANNI RODARI,San Giovanni - Strada Bassa delle Valli 6,"12° 31' 36.07'' E, 45° 57' 52.53'' N"
002 - SCUOLA DELL'INFANZIA CORNADELLA ARCHIMEDE,Cornadella - Via Cornadella 5,"12° 28' 25.79'' E, 45° 56' 50.02'' N"
003 - SCUOLA DELL'INFANZIA M. MENEGHINI,Sacile - Via Ettoreo 2,"12° 30' 05.63'' E, 45° 57' 23.57'' N"
004 - SCUOLA PRIMARIA GRAZIA DELADDA,Sacile - Largo Caduti Franco Poletto,"12° 29' 39.25'' E, 45° 56' 54.65'' N"
005 - SCUOLA PRIMARIA DANTE ALIGHIERI,San Giovanni di Sopra - Strada San Giovanni di Livenza 9,"12° 30' 52.81'' E, 45° 55' 14.99'' N"
006 - SCUOLA PRIMARIA EDMONDO DE AMICIS,San Giovanni - Strada Bassa delle Vallli 12,"12° 31' 37.67'' E, 45° 57' 54.97'' N"
007 - SCUOLA PRIMARIA XXXI OTTOBRE,Sacile - Via Friuli 5,"12° 30' 32.47'' E, 45° 56' 54.23'' N"
009 - SCUOLA SECONDARIA DI 1° GRADO MARIO E PIERANTONIO BALLIANA,Sacile - Viale Zancanaro 58,"12° 30' 26.13'' E, 45° 57' 28.45'' N"
010 - SCUOLA SECONDARIA DI 2° GRADO GIUSEPPE ANTONIO PUJATI,Sacile - Via Zancanaro 58,"12° 30' 30.78'' E, 45° 57' 28.57'' N"
011 - SCUOLA SECONDARIA DI 2° GRADO GIUSEPPE ANTONIO PUJATI,Sacile - Via Zancanaro 52,"12° 30' 27.90'' E, 45° 57' 24.36'' N"
012 - SCUOLA SECONDARIA DI 2° GRADO GIUSEPPE MARCHESINI - ITE TURISMO,Sacile - Via Stadio,"12° 30' 44.21'' E, 45° 57' 34.72'' N"
013 - SCUOLA SECONDARIA DI 2° GRADO DI SACILE - IPSIA,Sacile - Via Zancanaro 29,"12° 30' 19.82'' E, 45° 57' 26.60'' N"
014 - SCUOLA SECONDARIA DI 2° GRADO GIUSEPPE MARCHESINI - ITE AMM.,Sacile - Via Stadio,"12° 30' 48.57'' E, 45° 57' 32.87'' N"
015 - SCUOLA PRIMARIA GUGLIELMO MARCONI,San Michele - Via Gobetti 8,"12° 29' 09.26'' E, 45° 57' 23.57'' N"
016 - SCUOLA PRIMARIA VITTORINO DA FELTRE,Sacile - Via Ettoreo 2,"12° 30' 03.77'' E, 45° 57' 23.19'' N"
017 - SCUOLA PRIMARIA EDMONDO DE AMICIS,San Giovanni del Tempio - Strada Bassa delle Valli,"12° 31' 36.42'' E, 45° 57' 53.74'' N"
018 - SCUOLA PRIMARIA GRAZIA DELEDDA - palestra,Sacile - Largo Caduti Franco Poletto,"12° 29' 38.10'' E, 45° 56' 54.56'' N"
019 - SCUOLA PRIMARIA VITTORINO DA FELTRE - palestra,Sacile - Via Piccin,"12° 30' 03.89'' E, 45° 57' 25.30'' N"
020 - SCUOLA SECONDARIA DI 2° GRADO GIUSEPPE MARCHESINI - IPSC,Sacile - Via Stadio,"12° 30' 41.57'' E, 45° 57' 33.40'' N"
021 - SCUOLA DELL'INFANZIA CARLO COLLODI,Sacile - Viale Zancanaro,"12° 30' 26.97'' E, 45° 57' 24.72'' N"
022 - SCUOLA DELL'INFANZIA PARITARIA MARIA BAMBINA,Sacile - Piazza Duomo 8,"12° 30' 09.00'' E, 45° 57' 08.34'' N"
023 - SCUOLA DELL'INFANZIA PARITARIA MARIA MADDALENA BALLIANA,Sacile - Piazza S. Odorico 6,"12° 30' 20.45'' E, 45° 56' 52.50'' N"
024 - SCUOLA DELL'INFANZIA PARITARIA SAN GIOVANNI BOSCO,Cavolano-Schiavoi - Via Francenigo 17,"12° 30' 09.39'' E, 45° 56' 05.66'' N"
025 - SCUOLA INFANZIA PARITARIA SANTA TERESINA DEL BAMBIN GESU',Casut - Via Casut 15,"12° 32' 04.16'' E, 45° 56' 10.01'' N"
026 - ASILO NIDO ARCOBALENO - NICHOLAS GREEN,Sacile - Via Chiaradia 11,"12° 29' 19.68'' E, 45° 57' 13.43'' N"
