Denominazione,Indirizzo,Coordinate
002 - ORATORIO S.MICHELE,MONFALCONE - RIONE CENTRO - VIA MAZZINI,"13° 31' 43.18'' E, 45° 48' 38.38'' N"
010 - AREA DI PIAZZA DELLA REPUBBLICA,MONFALCONE - RIONE CENTRO - PIAZZA DELLA REPUBBLICA,"13° 31' 58.83'' E, 45° 48' 34.66'' N"
011 - AREA DI VIA ROMANA,MONFALCONE - RIONE ROMANA SOLVAY - VIA ROMANA,"13° 32' 40.60'' E, 45° 48' 21.64'' N"
012 - AREA DI PIAZZALE TOMMASEO,MONFALCONE - RIONE ROMANA SOLVAY - PIAZZALE TOMMASEO,"13° 33' 10.63'' E, 45° 48' 12.61'' N"
013 - AREA DEL PARCHEGGIO DEL LICEO,MONFALCONE - RIONE CENTRO - VIA MATTEOTTI,"13° 32' 15.91'' E, 45° 48' 24.71'' N"
014 - AREA DI VIA AQUILEIA,MONFALCONE - RIONE L.go ISONZO CROCIERA - VIA AQUILEIA,"13° 31' 18.22'' E, 45° 48' 25.12'' N"
015 - AREA DI VIA AQUILEIA INTERNA,MONFALCONE - RIONE ARIS S.POLO - VIA AQUILEIA INTERNA,"13° 31' 11.73'' E, 45° 48' 39.23'' N"
016 - AREA PARCHEGGIO PIZZERIA AL GIARDINO,MONFALCONE RIONE ARIS S.POLO - VIA PRIMO MAGGIO,"13° 31' 05.98'' E, 45° 48' 45.63'' N"
018 - AREA DI VIA DEL MULINO,MONFALCONE - RIONE ARIS S.POLO - VIA POCAR,"13° 30' 51.01'' E, 45° 49' 01.28'' N"
019 - AREA DI VIA ZAPPATA,MONFALCONE - RIONE ARIS S.POLO - VIA ZAPPATA,"13° 30' 53.72'' E, 45° 48' 36.11'' N"
020 - PARCHEGGIO VIA COSULICH,MONFALCONE - RIONE PANZANO - VIA COSULICH,"13° 31' 59.16'' E, 45° 47' 58.22'' N"
021 - AREA DEL PARCO DELLA RIMEMBRANZA,MONFALCONE - RIONE PANZANO - VIA DEI CIPRESSI,"13° 31' 48.14'' E, 45° 48' 04.29'' N"
022 - AREA PARCHEGGIO ANSALDO,MONFALCONE - RIONE PANZANO - VIA MARCONI,"13° 31' 58.49'' E, 45° 47' 41.17'' N"
023 - AREA PARCHEGGIO KINEMAX,MONFALCONE - RIONE PANZANO - VIA GRADO,"13° 31' 29.19'' E, 45° 47' 50.33'' N"
024 - AREA DI MARINA JULIA,MONFALCONE - RIONE PANZANO - VIA GIARETTE,"13° 31' 41.08'' E, 45° 46' 29.06'' N"
025 - AREA DEL ZOCHET ,MONFALCONE - RIONE ARIS S.POLO - VIA S.POLO,"13° 30' 42.40'' E, 45° 49' 17.31'' N"
038 - AREA DI VIA VALENTINIS,MONFALCONE - RIONE ROMANA SOLVAY - VIA VALENTINIS,"13° 32' 40.02'' E, 45° 48' 14.04'' N"
039 - AREA DI LARGO ISONZO,MONFALCONE - RIONE L.go ISONZO CROCIERA - VIA LARGO ISONZO 27,"13° 31' 15.57'' E, 45° 48' 18.90'' N"
043 - AREA DI VIA GRAMSCI,MONFALCONE - RIONE L.go ISONZO CROCIERA - VIA GRAMSCI,"13° 31' 16.90'' E, 45° 47' 59.51'' N"
045 - AREA DI VIA XXIV MAGGIO,MONFALCONE - RIONE ARIS S.POLO - VIA XXIV MAGGIO,"13° 30' 35.99'' E, 45° 48' 42.42'' N"
046 - GIARDINETTI DI VIA GARIBALDI,MONFALCONE - RIONE CENTRO - VIA GARIBALDI,"13° 31' 32.45'' E, 45° 48' 32.25'' N"
047 - PARCHEGGIO POSTA CENTRALE,MONFALCONE - RIONE CENTRO - VIA PARINI,"13° 31' 34.92'' E, 45° 48' 41.27'' N"
048 - GIARDINI AREA EX OSPEDALE,MONFALCONE - RIONE L.go ISONZO CROCIERA - VIA DELL'ISTRIA,"13° 31' 24.69'' E, 45° 48' 28.16'' N"
049 - GIARDINI DELLA CAPITANERIA,MONFALCONE - RIONE PANZANO - VIALE O. COSULICH,"13° 31' 55.94'' E, 45° 48' 17.18'' N"
051 - AREA DI VIA C.A. COLOMBO,MONFALCONE - RIONE ROMANA SOLVAY - VIA C.A. COLOMBO,"13° 33' 32.35'' E, 45° 48' 05.73'' N"
052 - AREA DI VIA PORTOROSEGA,MONFALCONE - RIONE ROMANA SOLVAY - VIA PORTOROSEGA,"13° 32' 42.31'' E, 45° 48' 05.00'' N"
053 - AREA DI VIA GALILEI,MONFALCONE - RIONE ARIS S.POLO - VIA GALILEI,"13° 31' 19.29'' E, 45° 48' 49.90'' N"
054 - AREA DEL PARCHEGGIO GALASSINI,MONFALCONE - RIONE L.go ISONZO CROCIERA - VIA CROCIERA,"13° 31' 25.62'' E, 45° 48' 07.69'' N"
055 - AREA DELLA PISCINA,MONFALCONE - RIONE L.go ISONZO CROCIERA - VIA CAPITELLO DEL CRISTO,"13° 30' 45.30'' E, 45° 47' 49.26'' N"
056 - AREA DI VIA TRIESTE,MONFALCONE - RIONE ARIS S.POLO - VIA TRIESTE,"13° 30' 51.31'' E, 45° 48' 26.06'' N"
057 - AREA DI VIA TERENZIANA - DESPAR,MONFALCONE - RIONE L.go ISONZO CROCIERA - VIA TERENZIANA,"13° 31' 24.23'' E, 45° 48' 32.47'' N"
058 - AREA DI VIA TONZAR,MONFALCONE - RIONE ROMANA SOLVAY - VIA TONZAR,"13° 32' 32.63'' E, 45° 48' 17.10'' N"
059 - AREA DEL PARCHEGGIO LIDL,MONFALCONE - RIONE ROMANA SOLVAY - VIA BOITO,"13° 32' 29.90'' E, 45° 48' 06.86'' N"
