Denominazione,Indirizzo,Coordinate
002 - Camporosso Centrale,Camporosso - Via Valcanale,"13° 31' 49.02'' E, 46° 30' 33.71'' N"
005 - Tarvisio V.Pineta,Tarvisio Superiore - Via Pinete,"13° 34' 36.60'' E, 46° 30' 22.95'' N"
006 - Tarvisio Park V. Vittorio Veneto,Tarvisio Superiore - Via Vittorio Veneto,"13° 34' 35.17'' E, 46° 30' 16.44'' N"
026 - FUSINE Via Dei Laghi,Fusine in Val Romana - Via dei Laghi,"13° 40' 06.34'' E, 46° 29' 37.71'' N"
029 - Tarvisio Inferiore Via Cadorna,Tarvisio Superiore -  Via Cadorna,"13° 35' 18.73'' E, 46° 30' 13.95'' N"
030 - Rutte Piccolo,Rutte Piccolo - Località Rutte Piccolo,"13° 36' 01.86'' E, 46° 29' 39.44'' N"
031 - Tarvisio Sup. Piazza mercato,Tarvisio Superiore - Via Sottomonte,"13° 34' 59.66'' E, 46° 30' 11.81'' N"
034 - Camporosso Duomo,Camporosso - Via Duomo,"13° 31' 59.00'' E, 46° 30' 39.93'' N"
035 - Tarvisio Via Dante Alighieri,Tarvisio Superiore - Via Dante Alighieri,"13° 35' 32.06'' E, 46° 30' 17.72'' N"
036 - Coccau Di Sopra  ,Coccau Di Sopra - Via Savorgnana,"13° 36' 30.61'' E, 46° 31' 04.27'' N"
037 - Coccau di Sotto,Coccau di Sotto - Via Friuli,"13° 36' 58.99'' E, 46° 31' 18.28'' N"
038 - Coccau Valico,Coccau Valico - Via Friuli,"13° 38' 19.88'' E, 46° 31' 59.79'' N"
039 - Fusine Campo Sportivo  ,Fusine In Val Romana - Via Cavour,"13° 38' 57.34'' E, 46° 29' 44.10'' N"
041 - Tarvisio Centrale,Tarvisio Centrale - Via Friuli,"13° 36' 16.47'' E, 46° 30' 43.73'' N"
043 - Riofreddo,"Loc. Riofreddo, Chiesa - Piazzale Chiesa","13° 34' 05.03'' E, 46° 28' 14.00'' N"
