Denominazione,Indirizzo,Coordinate
001 - Parco Divisione Julia,Rivignano - Parco Divisione Julia,"13° 02' 23.16'' E, 45° 52' 27.25'' N"
002 - Chiesa Sivigliano,Sivigliano - Via G. Bruno,"13° 03' 35.75'' E, 45° 52' 58.24'' N"
003 - Ex scuole via Rossini,Flambruzzo - Via Rossini,"13° 04' 15.22'' E, 45° 53' 02.26'' N"
004 - Ariis piazza,Ariis - Piazza Martiri della libertà,"13° 05' 13.47'' E, 45° 52' 20.62'' N"
005 - Sella Piazza,Sella - Via Santa Marizzutta,"13° 00' 53.11'' E, 45° 51' 36.76'' N"
006 - via Zardin,Rivignano - via Zardin,"13° 02' 44.99'' E, 45° 52' 20.62'' N"
007 - Largo via Paolo Solimbergo,Rivignano - via Paolo Solimbergo,"13° 02' 30.72'' E, 45° 52' 04.66'' N"
008 - Via Umberto I,Rivignano - via Umberto I,"13° 02' 29.46'' E, 45° 52' 32.53'' N"
009 - Via Luigi Pirandello,Rivignano - via Luigi Pirandello,"13° 02' 18.28'' E, 45° 52' 47.71'' N"
010 - via Udine,Rivignano - via Udine,"13° 02' 27.34'' E, 45° 52' 40.66'' N"
011 - via Varmo (Coop),Rivignano - via Varmo,"13° 02' 09.51'' E, 45° 52' 41.97'' N"
012 - via Kennedy (Parcheggio biblioteca),Rivignano - via Kennedy,"13° 02' 03.84'' E, 45° 52' 32.39'' N"
013 - Polifunzionale Rivarotta,Rivarotta - Incrocio tra Via D.Zanini e Vicolo del mulino,"13° 04' 57.12'' E, 45° 49' 15.47'' N"
014 - Polifunzionale Teor,Teor - Via Roma,"13° 03' 28.42'' E, 45° 51' 14.97'' N"
015 - Parcheggio chiesa di Driolassa,Driolassa - Via don Giuseppe Monticoli,"13° 04' 06.68'' E, 45° 51' 02.84'' N"
016 - Chiesa di Chiarmacis,Chiarmacis - Via Friuli,"13° 04' 44.51'' E, 45° 50' 10.44'' N"
017 - Area Campomolle (zona cimitero),Campomolle - Incrocio tra SP7 e Via Lunghi,"13° 02' 20.85'' E, 45° 51' 02.09'' N"
