Denominazione,Indirizzo,Coordinate
001 - Parcheggio Scuole,Piazzale fronte scuole - via Roma,"12° 47' 16.96'' E, 46° 13' 02.02'' N"
002 - Area Ingresso abitato Navarons,Navarons - SP 63,"12° 45' 24.38'' E, 46° 13' 28.58'' N"
003 - Piazza Sottomonte,Sottomonte - Piazza Miani,"12° 47' 56.63'' E, 46° 13' 04.10'' N"
004 - Borgo Mesinis,Borgo Mesinis - incrocio via Spilimbergo,"12° 48' 44.07'' E, 46° 11' 17.67'' N"
005 - Parcheggio Chiesa Ciago,Borgo Ciago - via Della Stazione,"12° 47' 52.36'' E, 46° 12' 23.05'' N"
006 - Piazza della Chiesa,Piazza della Chiesa - via Principale,"12° 46' 57.79'' E, 46° 13' 01.86'' N"
007 - Borgo Pitagora,Borgo Pitagora - SR 552 Borgo Pitagora,"12° 46' 03.27'' E, 46° 13' 22.51'' N"
009 - Borgo del Bianco, area ingresso Borgo del Bianco - Borgo del Bianco,"12° 46' 17.09'' E, 46° 13' 33.85'' N"
010 - Sottomonte via Tomba,incrocio via tomba - Via Sottomonte,"12° 48' 17.64'' E, 46° 12' 51.82'' N"
011 - Borgo Mizzeri,Borgo Mizzeri - via Nuova,"12° 47' 47.96'' E, 46° 12' 49.37'' N"
