Denominazione,Indirizzo,Coordinate
001 - CENTRO STUDI,CAPOLUOGO - VIA CENTRO STUDI,"12° 52' 09.15'' E, 46° 11' 44.10'' N"
003 - PARCO GIOCHI IACP,CAPOLUOGO - VIA RIOSECCO,"12° 51' 29.17'' E, 46° 11' 52.34'' N"
005 - PARCHEGGIO VILLA TOPPO WASSERMAN,TOPPO - VIA VERDI,"12° 49' 32.80'' E, 46° 12' 11.70'' N"
006 - PARCO GIOCHI TOPPO,TOPPO - PIAZZA XXIV MAGGIO,"12° 49' 49.35'' E, 46° 12' 05.11'' N"
008 - ZANCAN,TRAVESIO - VIA ZANCAN,"12° 52' 38.82'' E, 46° 11' 57.53'' N"
009 - PARCHEGGIO MOLEVANA,MOLEVANA - VIA GARIBALDI,"12° 52' 45.19'' E, 46° 11' 05.23'' N"
010 - PARCO GIOCHI USAGO,USAGO - VIA MAZZINI,"12° 52' 27.69'' E, 46° 11' 11.78'' N"
011 - VIA MAZZINI (ANCONA),USAGO - VIA MAZZINI,"12° 52' 37.19'' E, 46° 10' 54.21'' N"
013 - GIARDINO S. ANTONIO,TRAVESIO - VIA RIOSECCO,"12° 52' 07.87'' E, 46° 11' 51.61'' N"
014 - SCUOLA INFANZIA,TRAVESIO - VIA ROMA,"12° 52' 11.43'' E, 46° 11' 26.01'' N"
