Denominazione,Indirizzo,Coordinate
001 - parcheggio campo sportivo,Aviano - viale San Giorgio,"12° 35' 05.01'' E, 46° 04' 17.44'' N"
002 - piazzale ufficio postale Giais,Giais  - via Viola,"12° 36' 46.86'' E, 46° 07' 10.14'' N"
003 - piazzale Marsure ,Marsure - via Trieste,"12° 35' 42.51'' E, 46° 05' 41.20'' N"
004 - piazzale Trento,Aviano  - piazzale Trento,"12° 35' 19.95'' E, 46° 04' 17.28'' N"
005 - piazzale coop,Aviano  - via Giovanni XXI,"12° 35' 21.32'' E, 46° 03' 59.14'' N"
006 - parcheggio scuole Villotta,Villotta  - via della Maddalena,"12° 34' 28.78'' E, 46° 03' 34.16'' N"
007 - parcheggi via Colmello Fabbro Castello,Castello  - via Colmello Fabbro,"12° 33' 53.09'' E, 46° 03' 12.70'' N"
008 - piazzale Martiri della Libertà,Piancavallo - piazzale Martiri della Libertà,"12° 31' 26.99'' E, 46° 06' 41.18'' N"
009 - piazza Risorgimento,San Martino - piazza Risorgimento,"12° 39' 06.39'' E, 46° 04' 17.04'' N"
010 - grave Marsure,Marsure - via Berengario,"12° 35' 28.68'' E, 46° 05' 56.03'' N"
011 - Santa Barbara,Giais - via Santa Barbara,"12° 36' 13.91'' E, 46° 07' 00.89'' N"
012 - Piazza Costa,Costa - via Vergerio,"12° 34' 36.12'' E, 46° 04' 58.71'' N"
013 - Baroz,Marsure - via Bares,"12° 35' 28.71'' E, 46° 05' 06.84'' N"
