Denominazione,Sensori,Coordinate
H4 - Piancavallo,"Umidità, Pressione, Altezza della neve, Temperatura, Pioggia, Vento vettoriale, Vento (direzione), Radiazione solare, Temperatura sotto suolo (10cm)","12° 31' 18.48'' E, 46° 06' 34.20'' N"
PCIV - Val Sughet,"Umidità, Altezza della neve, Temperatura, Pioggia, Vento (direzione), Vento (intensità), Vento raffica (direzione), Vento raffica (intensità)","12° 30' 22.00'' E, 46° 07' 05.02'' N"
PCIV - Aviano,"Umidità, Temperatura, Pioggia","12° 36' 11.02'' E, 46° 03' 52.99'' N"
PCIV - Piancavallo,"Umidità, Altezza della neve, Temperatura, Pioggia","12° 31' 18.98'' E, 46° 06' 47.99'' N"
PCIV - Val dei Sass,"Umidità, Pressione, Altezza della neve, Temperatura, Pioggia, Vento (direzione), Vento (intensità), Radiazione solare, Vento raffica (direzione), Vento raffica (intensità)","12° 29' 30.01'' E, 46° 06' 55.01'' N"
