Denominazione,Sensori,Coordinate
H4 - Paluzza,"Temperatura, Pioggia","13° 01' 05.88'' E, 46° 31' 52.32'' N"
PCIV - Cleulis,"Temperatura, Idrometro, Pioggia","13° 00' 20.99'' E, 46° 34' 04.01'' N"
PCIV - Rifugio Marinelli,"Temperatura, Vento (direzione), Vento (intensità), Vento raffica (direzione), Vento raffica (intensità)","12° 53' 42.00'' E, 46° 35' 39.98'' N"
PCIV - Timau,"Temperatura, Pioggia","13° 00' 24.98'' E, 46° 34' 55.99'' N"
PCIV - Casera Zoufplan bassa,"Umidità, Altezza della neve, Temperatura, Pioggia, Vento (direzione), Vento (intensità), Vento raffica (direzione), Vento raffica (intensità)","12° 58' 59.99'' E, 46° 33' 28.01'' N"
PCIV - Pramosio,"Umidità, Altezza della neve, Temperatura, Pioggia, Vento (direzione), Vento (intensità), Vento raffica (direzione), Vento raffica (intensità)","13° 01' 45.98'' E, 46° 35' 13.99'' N"
PCIV - Malga Plotta,"Umidità, Altezza della neve, Temperatura, Pioggia, Vento (direzione), Vento (intensità), Vento raffica (direzione), Vento raffica (intensità)","12° 53' 58.99'' E, 46° 35' 39.98'' N"
